prev_filename,filename,strType,xmin,ymin,xmax,ymax,labels,width,height,x_center,y_center,x_center_norm,y_center_norm,w_norm,h_norm
DJI_0164.JPG,0.jpg,ong_noi,1617,1345,2124,1472,0,507,127,1870,1408,0.46104536489151876,0.6175438596491228,0.125,0.05570175438596491
DJI_0165.JPG,1.jpg,ong_noi,1748,1283,2460,1466,0,712,183,2104,1374,0.5187376725838264,0.6026315789473684,0.1755424063116371,0.08026315789473684
DJI_0166.JPG,2.jpg,ong_noi,1496,1216,2132,1335,0,636,119,1814,1275,0.4472386587771203,0.5592105263157895,0.15680473372781065,0.052192982456140354
DJI_0166.JPG,2.jpg,ong_noi,3542,1615,3682,1660,0,140,45,3612,1637,0.8905325443786982,0.7179824561403508,0.03451676528599606,0.019736842105263157
DJI_0167.JPG,3.jpg,ong_noi,1825,1451,2477,1693,0,652,242,2151,1572,0.5303254437869822,0.6894736842105263,0.16074950690335305,0.10614035087719298
DJI_0167.JPG,3.jpg,ong_noi,2709,1510,2824,1559,0,115,49,2766,1534,0.6819526627218935,0.6728070175438596,0.028353057199211044,0.02149122807017544
DJI_0168.JPG,4.jpg,ong_noi,1816,1089,2400,1320,0,584,231,2108,1204,0.519723865877712,0.5280701754385965,0.14398422090729784,0.1013157894736842
DJI_0168.JPG,4.jpg,ong_noi,2988,1759,3142,1843,0,154,84,3065,1801,0.7556706114398422,0.7899122807017543,0.03796844181459566,0.03684210526315789
DJI_0169.JPG,5.jpg,ong_noi,1624,1042,2138,1270,0,514,228,1881,1156,0.46375739644970415,0.5070175438596491,0.1267258382642998,0.1
DJI_0169.JPG,5.jpg,ong_noi,2810,1713,2930,1790,0,120,77,2870,1751,0.7075936883629191,0.7679824561403509,0.029585798816568046,0.033771929824561404
DJI_0169.JPG,5.jpg,ong_noi,2468,922,2608,990,0,140,68,2538,956,0.6257396449704142,0.4192982456140351,0.03451676528599606,0.02982456140350877
DJI_0170.JPG,6.jpg,ong_noi,1406,1174,2050,1357,0,644,183,1728,1265,0.4260355029585799,0.5548245614035088,0.15877712031558186,0.08026315789473684
DJI_0170.JPG,6.jpg,ong_noi,3466,1144,3615,1187,0,149,43,3540,1165,0.8727810650887574,0.5109649122807017,0.03673570019723866,0.018859649122807017
DJI_0170.JPG,6.jpg,ong_noi,3676,2119,3840,2172,0,164,53,3758,2145,0.9265285996055227,0.9407894736842105,0.04043392504930966,0.02324561403508772
DJI_0171.JPG,7.jpg,ong_noi,1261,928,2319,1251,0,1058,323,1790,1089,0.4413214990138067,0.4776315789473684,0.2608481262327416,0.14166666666666666
DJI_0171.JPG,7.jpg,ong_noi,3699,1130,3913,1188,0,214,58,3806,1159,0.9383629191321499,0.5083333333333333,0.05276134122287968,0.02543859649122807
DJI_0171.JPG,7.jpg,ong_noi,3938,2194,4056,2264,0,118,70,3997,2229,0.9854536489151874,0.9776315789473684,0.029092702169625246,0.03070175438596491
DJI_0172.JPG,8.jpg,ong_noi,1981,816,2877,1053,0,896,237,2429,934,0.5988658777120316,0.40964912280701754,0.22090729783037474,0.10394736842105264
DJI_0172.JPG,8.jpg,ong_noi,3832,859,3988,911,0,156,52,3910,885,0.9640039447731755,0.3881578947368421,0.038461538461538464,0.02280701754385965
DJI_0172.JPG,8.jpg,ong_noi,3983,1897,4056,1964,0,73,67,4019,1930,0.9908777120315582,0.8464912280701754,0.01799802761341223,0.029385964912280703
DJI_0173.JPG,9.jpg,ong_noi,1340,995,2515,1214,0,1175,219,1927,1104,0.47509861932938857,0.4842105263157895,0.28969428007889547,0.09605263157894736
DJI_0174.JPG,10.jpg,ong_noi,1227,938,2411,1085,0,1184,147,1819,1011,0.4484714003944773,0.44342105263157894,0.29191321499013806,0.06447368421052632
DJI_0175.JPG,11.jpg,ong_noi,1328,1068,2416,1285,0,1088,217,1872,1176,0.46153846153846156,0.5157894736842106,0.2682445759368836,0.09517543859649123
DJI_0176.JPG,12.jpg,ong_noi,1436,1257,2548,1506,0,1112,249,1992,1381,0.4911242603550296,0.605701754385965,0.27416173570019725,0.10921052631578948
